Fallen Hero,Your Hero Power deals 1 extra damage.,Mage,Rare,Minion,2,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/fallen-hero-hd-200x286.png
Fallen Sun Cleric,Battlecry:  Give a friendly minion +1/+1.,Neutral,Common,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/08/fallen-sun-cleric-1-200x286.png
Fan of Knives,Deal 1 damage to all enemy minions. Draw a card.,Rogue,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/fan-of-knives-200x286.png
Fandral Staghelm,Your  Choose One  cards and powers have both effects combined.,Druid,Legendary,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/fandral-staghelm-1-200x286.png
Far Sight,Draw a card. That card costs (3) less.,Shaman,Epic,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/far-sight-200x286.png
Farraki Battleaxe,Overkill:  Give a minion in your hand +2/+2.,Paladin,Rare,Weapon,5,3,,3,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/farraki-battleaxe-card-art-200x286.png
Fatespinner,Choose a Deathrattle (Secretly)  - Deal 3 damage to all minions; or Give them +2/+2.,Druid,Epic,Minion,5,5,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/07/fatespinner-1-200x286.png
Fearsome Doomguard,,Warlock,Common,Minion,7,6,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/fearsome-doomguard-hd-200x286.png
Feeding Time,Deal 3 damage to a minion. Summon three 1/1 Pterrordaxes.,Warlock,Rare,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/feeding-time-200x286.png
Feign Death,Trigger all Deathrattles on your minions.,Hunter,Epic,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/11/feign-death-200x286.png
Fel Cannon,"At the end of your turn, deal 2 damage to a non-Mech minion.",Warlock,Rare,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/11/fel-cannon-200x286.png
Fel Lord Betrug,"Whenever you draw a minion, summon a copy with  Rush  that dies at end of turn.",Warlock,Legendary,Minion,8,5,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Fel-Lord-Betrug-1-200x276.png
Fel Orc Soulfiend,"At the start of your turn, deal 2 damage to this minion.",Neutral,Epic,Minion,3,3,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/fel-orc-soulfiend-1-200x286.png
Fel Reaver,"Whenever your opponent plays a card, discard the top 3 cards of your deck.",Neutral,Epic,Minion,5,8,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/fel-reaver-200x286.png
Felfire Potion,Deal 5 damage to all characters.,Warlock,Rare,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/felfire-potion-200x286.png
Felguard,Taunt. Battlecry: Destroy one of your Mana Crystals.,Warlock,Rare,Minion,3,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/felguard-200x286.png
Felsoul Inquisitor,"Lifesteal 

 Taunt",Neutral,Common,Minion,4,1,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/felsoul-inquisitor-200x286.png
Fen Creeper,Taunt,Neutral,Common,Minion,5,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/fen-creeper-200x286.png
Fencing Coach,"Battlecry:  The next time you use your Hero Power, it costs (2) less.",Neutral,Rare,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/fencing-coach-hd-200x286.png
Feral Gibberer,"After this minion attacks a hero, add a copy of it to your hand.",Neutral,Rare,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/11/feral-gibberer-200x286.png
Feral Rage,Choose One  - Give your hero +4 Attack this turn; or Gain 8 Armor.,Druid,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/feral-rage-200x286.png
Feral Spirit,Summon two 2/3 Spirit Wolves with Taunt. Overload: (2),Shaman,Rare,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/feral-spirit-200x286.png
Ferocious Howl,"Draw a card.

Gain 1 Armor for each card in your hand.",Druid,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/ferocious-howl-200x286.png
Festeroot Hulk,"After a friendly minion attacks, gain +1 Attack.",Warrior,Rare,Minion,5,2,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/festeroot-hulk-hd-1-200x286.png
Feugen,"Deathrattle:  If Stalagg also died this game, summon Thaddius.",Neutral,Legendary,Minion,5,4,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/07/feugen-1-200x286.png
Fiendish Circle,Summon four 1/1 Imps.,Warlock,Common,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/fiendish-circle-200x286.png
Fierce Monkey,Taunt,Warrior,Common,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/11/fierce-monkey-hd-200x286.png
Fiery Bat,Deathrattle:  Deal 1 damage to a random enemy.,Hunter,Common,Minion,1,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/fiery-bat-200x286.png
Fiery War Axe,,Warrior,Free,Weapon,3,3,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/fiery-war-axe2-200x286.png
Fight Promoter,"Battlecry:  If you control a minion with 6 or more Health, draw two cards.",Neutral,Epic,Minion,6,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/fight-promoter-200x286.png
Finders Keepers,Discover  a card with  Overload.   Overload:  (1),Shaman,Epic,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/finders-keepers-200x286.png
"Finja, the Flying Star","Stealth 

Whenever this attacks and kills a minion, summon 2 Murlocs from your deck.",Neutral,Legendary,Minion,5,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/finja-the-flying-star-200x286.png
Fire Elemental,Battlecry:  Deal 3 damage.,Shaman,Free,Minion,6,6,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/04/fire-elemental-new-200x286.png
Fire Fly,Battlecry:  Add a 1/2 Elemental to your hand.,Neutral,Common,Minion,1,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/fire-fly-200x286.png
Fire Plume Harbinger,Battlecry:  Reduce the Cost of Elementals in your hand by (1).,Shaman,Rare,Minion,2,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/fire-plume-harbinger-200x286.png
Fire Plume Phoenix,Battlecry:  Deal 2 damage.,Neutral,Common,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/fire-plume-phoenix-200x286.png
Fire Plume's Heart,"Quest:  Play 7 Taunt minions.

 Reward:  Sulfuras.",Warrior,Legendary,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/fire-plumes-heart-200x286.png
Fireball,Deal 6 damage.,Mage,Free,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/fireball-200x286.png
Fireguard Destroyer,Battlecry:  Gain 1-4 Attack.  Overload:  (1),Shaman,Common,Minion,4,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/04/fireguard-destroyer-new-200x286.png
Firelands Portal,Deal 5 damage. Summon a random 5-Cost minion.,Mage,Common,Spell,7,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/07/firelands-portal-200x286.png
Firetree Witchdoctor,"Battlecry:  If you're holding a Dragon,  Discover  a Spell.",Neutral,Rare,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/firetree-witchdoctor-card-art-200x286.png
Fireworks Tech,"Battlecry:  Give a friendly Mech +1/+1. If it has  Deathrattle , trigger it.",Hunter,Rare,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Fireworks-Tech-200x281.png
Fist of Jaraxxus,"When you play or discard this, deal 4 damage to a random enemy.",Warlock,Rare,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/fist-of-jaraxxus-hd-200x286.png
Fjola Lightbane,"Whenever you target this minion with a spell, gain  Divine Shield .",Neutral,Legendary,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/fjola-lightbane1-200x286.png
Flame Geyser,Deal 2 damage. Add a 1/2 Elemental to your hand.,Mage,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/flame-geyser-200x286.png
Flame Imp,Battlecry: Deal 3 damage to your hero.,Warlock,Common,Minion,1,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flame-imp-200x286.png
Flame Juggler,Battlecry:  Deal 1 damage to a random enemy.,Neutral,Common,Minion,2,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/flame-juggler1-200x286.png
Flame Lance,Deal 8 damage to a minion.,Mage,Common,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/flame-lance-hd-200x286.png
Flame Leviathan,"When you draw this, deal 2 damage to all characters.",Mage,Legendary,Minion,7,7,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/flame-leviathan-200x286.png
Flamecannon,Deal 4 damage to a random enemy minion.,Mage,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/11/flamecannon-200x286.png
Flamestrike,Deal 4 damage to all enemy minions.,Mage,Free,Spell,7,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flamestrike-200x286.png
Flametongue Totem,Adjacent minions have +2 Attack.,Shaman,Free,Minion,3,0,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flametongue-totem-2-200x272.png
Flamewaker,"After you cast a spell, deal 2 damage randomly split among all enemies.",Mage,Rare,Minion,3,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/flamewaker-hd-200x286.png
Flamewreathed Faceless,Overload:  (2),Shaman,Common,Minion,4,7,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/flamewreathed-faceless-200x286.png
Flanking Strike,Deal 3 damage to a minion. Summon a 3/3 Wolf.,Hunter,Common,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/12/flanking-strike-200x286.png
Flare,All minions lose Stealth. Destroy all enemy Secrets. Draw a card.,Hunter,Rare,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flare-200x286.png
Flark's Boom-Zooka,"Summon 3 minions from your deck. they attack enemy minions, then die.",Hunter,Legendary,Spell,8,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/flarks-boom-zooka-200x286.png
Flash Heal,Restore 5 Health.,Priest,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/flash-heal-hd-200x286.png
Flash of Light,Restore 4 Health. Draw a card.,Paladin,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/flash-of-light-card-art-200x286.png
Flesheating Ghoul,"Whenever a minion dies, gain +1 Attack.",Neutral,Common,Minion,3,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flesheating-ghoul-200x286.png
Flight Master,Battlecry:  Summon a 2/2 Gryphon for each player.,Neutral,Common,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Flight-Master-200x280.png
Floating Watcher,"Whenever your hero takes damage on your turn, gain +2/+2.",Warlock,Common,Minion,5,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/floating-watcher-200x286.png
Flobbidinous Floop,"While in your hand, this is a 3/4 copy of the last minion you played.",Druid,Legendary,Minion,4,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/flobbidinous-floop-200x286.png
Floop's Glorious Gloop,"Whenever a minion dies this turn, gain 1 Mana Crystal this turn only.",Druid,Legendary,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/floops-glorious-gloop-200x286.png
Flying Machine,Windfury,Neutral,Common,Minion,3,1,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/flying-machine-200x286.png
Foe Reaper 4000,Also damages the minions next to whomever he attacks.,Neutral,Legendary,Minion,8,6,9,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/11/foe-reaper-4000-200x286.png
Fool's Bane,Unlimited attacks each turn. Can't attack heroes.,Warrior,Common,Weapon,5,3,,4,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/08/fools-bane-hd-200x286.png
Forbidden Ancient,Battlecry:  Spend all your Mana. Gain +1/+1 for each mana spent.,Druid,Epic,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/forbidden-ancient-200x286.png
Forbidden Flame,Spend all your Mana. Deal that much damage to a minion.,Mage,Epic,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/03/forbidden-flame-hd-200x286.png
Forbidden Healing,Spend all your Mana. Restore twice that much Health.,Paladin,Epic,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/03/forbidden-healing-hd-200x286.png
Forbidden Ritual,Spend all your Mana. Summon that many 1/1 Tentacles.,Warlock,Rare,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/forbidden-ritual-hd-200x286.png
Forbidden Shaping,Spend all your Mana. Summon a random minion that costs that much.,Priest,Epic,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/03/forbidden-shaping-hd-200x286.png
Forbidden Words,"Spend all your mana.

Destroy a minion with that much Attack or less.",Priest,Rare,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Forbidden-Words-200x278.png
Force of Nature,Summon three 2/2 Treants.,Druid,Epic,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/force-of-nature-nerf-200x286.png
Force-Tank MAX,Divine Shield,Neutral,Common,Minion,8,7,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/force-tank-max-200x286.png
Forest Guide,"At the end of your turn, both players draw a card.",Druid,Rare,Minion,4,1,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/forest-guide-hd-200x286.png
Forge of Souls,Draw 2 weapons from your deck.,Warrior,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/08/forge-of-souls-200x286.png
Forgotten Torch,Deal 3 damage. Shuffle a 'Roaring Torch' into your deck that deals 6 damage.,Mage,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/11/forgotten-torch-hd-200x286.png
Forked Lightning,Deal 2 damage to 2 random enemy minions. Overload: (2),Shaman,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/forked-lightning-200x286.png
Forlorn Stalker,Battlecry:  Give all minions with  Deathrattle  in your hand +1/+1.,Hunter,Rare,Minion,3,4,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/forlorn-stalker-200x286.png
Former Champ,Battlecry:  Summon a 5/5 Hotshot.,Neutral,Common,Minion,5,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/former-champ-card-art-200x286.png
Fossilized Devilsaur,"Battlecry:  If you control a beast, gain Taunt.",Neutral,Common,Minion,8,8,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/11/fossilized-devilsaur-hd-200x286.png
Free From Amber,Discover  a minion that costs (8) or more. Summon it.,Priest,Rare,Spell,8,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/free-from-amber-200x286.png
Freezing Potion,Freeze  an enemy.,Mage,Common,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/freezing-potion-200x286.png
Freezing Trap,"Secret: When an enemy minion attacks, return it to its owner's hand and it costs (2) more.",Hunter,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/freezing-trap-200x286.png
Friendly Bartender,"At the end of your turn, restore 1 Health to your hero.",Neutral,Common,Minion,2,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/friendly-bartender-1-200x286.png
Frigid Snobold,Spell Damage +1,Neutral,Common,Minion,4,2,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/frigid-snobold-hd-200x286.png
Frost Elemental,Battlecry:   Freeze  a character.,Neutral,Common,Minion,6,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/04/frost-elemental-new-200x286.png
Frost Giant,Costs (1) less for each time you used your Hero Power this game.,Neutral,Epic,Minion,10,8,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/frost-giant-hd-200x286.png
Frost Lich Jaina,"Battlecry:  Summon a 3/6 Water Elemental.

Your Elementals have  Lifesteal  this game.",Mage,Legendary,Hero,9,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/07/frost-lich-jaina-1-200x286.png
Frost Nova,Freeze all enemy minions.,Mage,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frost-nova-200x286.png
Frost Shock,Deal 1 damage to an enemy character and Freeze it.,Shaman,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frost-shock-200x286.png
Frostbolt,Deal 3 damage to a character and Freeze it.,Mage,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frostbolt-200x286.png
Frostwolf Grunt,Taunt,Neutral,Free,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frostwolf-grunt-200x286.png
Frostwolf Warlord,Battlecry: Gain +1/+1 for each other friendly minion on the battlefield.,Neutral,Free,Minion,5,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frostwolf-warlord-200x286.png
Gurubashi Berserker,"Whenever this minion takes damage, gain +3 Attack.",Neutral,Free,Minion,5,2,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/gurubashi-berserker-200x286.png
Gurubashi Chicken,Overkill:  Gain +5 Attack.,Neutral,Common,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/gurubashi-chicken-card-art-200x286.png
Gurubashi Hypemon,Battlecry:   Discover  a 1/1 copy of a  Battlecry  minion. It costs (1).,Rogue,Epic,Minion,7,5,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/gurubashi-hypemon-card-art-200x286.png
Gurubashi Offering,"At the start of your turn, destroy this and gain 8 Armor.",Neutral,Epic,Minion,1,0,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/gurubashi-offering-card-art-200x286.png
Hadronox,Deathrattle:  Summon your  Taunt  minions that died this game.,Druid,Legendary,Minion,9,3,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/07/hadronox-1-200x286.png
Hagatha the Witch,Battlecry:  Deal 3 damage to all minions.,Shaman,Legendary,Hero,8,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/hagatha-the-witch-hd-200x286.png
Hagatha's Scheme,"Deal 1 damage to all minions.

 (Upgrades each turn!)",Shaman,Rare,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Hagathas-Scheme-200x283.png
"Hakkar, the Soulflayer",Deathrattle:  Shuffle a Corrupted Blood into each player's deck.,Neutral,Legendary,Minion,10,9,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/hakkar-the-soulflayer-card-art-200x286.png
"Halazzi, the Lynx",Battlecry:  Fill your hand with 1/1 Lynxes that have  Rush.,Hunter,Legendary,Minion,5,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/halazzi-the-lynx-card-art-200x286.png
Half-Time Scavenger,"Stealth 

 Overkill:  Gain 3 Armor.",Neutral,Common,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/half-time-scavenger-card-art-200x286.png
Hallazeal the Ascended,"Whenever your spells deal damage, restore that much Health to your hero.",Shaman,Legendary,Minion,5,4,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/03/hallazeal-the-ascended-hd-1-200x286.png
Hallucination,Discover  a card from your opponent's class.,Rogue,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/hallucination-1-200x286.png
Hammer of Twilight,Deathrattle:  Summon a 4/2 Elemental.,Shaman,Epic,Weapon,5,4,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/hammer-of-twilight-hd-200x286.png
Hammer of Wrath,Deal 3 damage. Draw a card.,Paladin,Free,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/hammer-of-wrath-200x286.png
Hand of Protection,Give a minion Divine Shield.,Paladin,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/hand-of-protection-200x286.png
Happy Ghoul,Costs (0) if your Hero was healed this turn.,Neutral,Rare,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/08/happy-ghoul-1-200x286.png
Harbinger Celestia,"Stealth 

After your opponent plays a minion, become a copy of it.",Neutral,Legendary,Minion,4,5,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/harbinger-celestia-200x286.png
Harrison Jones,Battlecry: Destroy your opponent's weapon and draw cards equal to its Durability.,Neutral,Legendary,Minion,5,5,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/harrison-jones-200x286.png
Harvest Golem,Deathrattle: Summon a 2/1 Damaged Golem.,Neutral,Common,Minion,3,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/harvest-golem-200x286.png
Haunted Creeper,Deathrattle:  Summon two 1/1 Spectral Spiders.,Neutral,Common,Minion,2,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/07/haunted-creeper-1-200x286.png
Haunting Visions,Next spell you cast this turn costs (3) less.  Discover  a spell.,Shaman,Epic,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/haunting-visions-card-art-1-200x286.png
Headcrack,Deal 2 damage to the enemy hero. Combo: Return this to your hand next turn.,Rogue,Rare,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/headcrack-200x286.png
Headhunter's Hatchet,"Battlecry:  If you control a Beast, gain +1 Durability.",Hunter,Common,Weapon,2,2,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/headhunters-hatchet-card-art-200x286.png
Healing Rain,Restore 12 Health divided randomly among all friendly characters.,Shaman,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/12/healing-rain-200x286.png
Healing Touch,Restore 8 Health.,Druid,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/healing-touch-200x286.png
Healing Wave,"Restore 7 Health.

Reveal a minion in each deck. If yours costs more, Restore 14 instead.",Shaman,Rare,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/healing-wave-hd-200x286.png
Heavy Metal!,Summon a random minion with Cost equal to your Armor (up to 10).,Warrior,Rare,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/heavy-metal-card-art-200x286.png
Hecklebot,"Taunt 

 Battlecry:  Your opponent summons a minion from their deck.",Neutral,Rare,Minion,4,3,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Hecklebot-200x276.png
Heistbaron Togwaggle,"Battlecry:  If you control a  Lackey , choose a fantastic treasure.",Rogue,Legendary,Minion,6,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Heistbaron-Togwaggle-200x287.png
Hellfire,Deal 3 damage to ALL characters.,Warlock,Free,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/hellfire-200x286.png
Helpless Hatchling,Deathrattle:  Reduce the Cost of a Beast in your hand by (1).,Neutral,Common,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/helpless-hatchling-card-art-200x286.png
"Hemet, Jungle Hunter",Battlecry:  Destroy all cards in your deck that cost (3) or less.,Neutral,Legendary,Minion,6,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/hemet-jungle-hunter-1-200x286.png
Hemet Nesingwary,Battlecry: Destroy a Beast.,Neutral,Legendary,Minion,5,6,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/hemet-nesingwary-200x286.png
Hench-Clan Burglar,Battlecry: Discover  a spell from another class.,Rogue,Common,Minion,4,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Hench-Clan-Burglar-200x279.png
Hench-Clan Hag,Battlecry:  Summon two 1/1 Amalgams with all minion types.,Neutral,Epic,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Hench-Clan-Hag-1-200x276.png
Hench-Clan Hogsteed,"Rush 

 Deathrattle:  Summon a 1/1 Murloc.",Neutral,Common,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Hench-Clan-Hogsteed-1-200x276.png
Hench-Clan Shadequill,Deathrattle:  Restore 5 Health to the enemy hero.,Priest,Common,Minion,4,4,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Hench-Clan-Shadequill-200x280.png
Hench-Clan Sneak,Stealth,Neutral,Common,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Hench-Clan-Sneak-200x280.png
Hench-Clan Thug,"After your hero attacks, give this minion +1/+1.",Neutral,Common,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/hench-clan-thug-200x286.png
Herald Volazj,Battlecry:  Summon a 1/1 copy of each of your other minions.,Priest,Legendary,Minion,6,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/03/herald-volazj-hd-200x286.png
Heroic Innkeeper,Taunt.  Battlecry:  Gain +2/+2 for each other friendly minion.,Neutral,Common,Minion,8,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Heroic-Innkeeper-200x280.png
Heroic Strike,Give your hero +4 Attack this turn.,Warrior,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/heroic-strike-200x286.png
Hex,Transform a minion into a 0/1 Frog with  Taunt.,Shaman,Free,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/hex2-200x286.png
Hex Lord Malacrass,Battlecry:  Add a copy of your opening hand to your hand  (except this card).,Mage,Legendary,Minion,8,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/hex-lord-malacrass-card-art-200x286.png
Hidden Cache,"Secret:  After your opponent plays a minion, give a random minion in your hand +2/+2.",Hunter,Rare,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/hidden-cache-200x286.png
Hidden Wisdom,"Secret:  After your opponent plays three cards in a turn, draw 2 cards.",Paladin,Epic,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/hidden-wisdom-200x286.png
High Priest Thekal,Battlecry:  Convert all but 1 of your Hero's Health into Armor.,Paladin,Legendary,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/high-priest-thekal-card-art-200x286.png
High Priestess Jeklik,"Taunt, Lifesteal 

When you discard this, add 2 copies of it to your hand.",Warlock,Legendary,Minion,4,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/high-priestess-jeklik-card-art-200x286.png
